TimeUS,Type,Lat,Lng,Alt
684942632,GPS,36.0757722,136.2132945,1.16
684945096,EKF,36.0757724,136.2132947,1.1299999952316284
684962294,GPS,36.0757722,136.2132945,1.16
684982281,GPS,36.0757722,136.2132944,1.16
685002350,GPS,36.0757721,136.2132944,1.16
685022525,GPS,36.0757721,136.2132943,1.16
685042519,GPS,36.0757721,136.2132943,1.16
685045142,EKF,36.0757722,136.2132945,1.1299999952316284
685062306,GPS,36.0757721,136.2132942,1.16
685082240,GPS,36.075772,136.2132942,1.16
685102360,GPS,36.075772,136.2132941,1.16
685122592,GPS,36.075772,136.2132941,1.16
685145130,EKF,36.0757721,136.2132942,1.1299999952316284
685162357,GPS,36.075772,136.2132939,1.15
685202303,GPS,36.0757719,136.2132939,1.15
685222523,GPS,36.0757719,136.2132938,1.15
685242610,GPS,36.0757719,136.2132937,1.15
685245123,EKF,36.075772,136.2132939,1.1299999952316284
685262279,GPS,36.0757718,136.2132937,1.15
685282364,GPS,36.0757718,136.2132937,1.15
685322531,GPS,36.0757718,136.2132935,1.15
685342511,GPS,36.0757718,136.2132935,1.15
685345133,EKF,36.0757718,136.2132936,1.1200000047683716
685362329,GPS,36.0757717,136.2132935,1.15
685382293,GPS,36.0757717,136.2132934,1.15
685422511,GPS,36.0757717,136.2132934,1.15
685442543,GPS,36.0757717,136.2132933,1.15
685445123,EKF,36.0757717,136.2132934,1.1200000047683716
685462361,GPS,36.0757716,136.2132933,1.14
685482365,GPS,36.0757716,136.2132933,1.14
685522498,GPS,36.0757716,136.2132932,1.14
685545128,EKF,36.0757716,136.2132932,1.1200000047683716
685562258,GPS,36.0757716,136.2132932,1.14
685582320,GPS,36.0757716,136.213293,1.14
685622619,GPS,36.0757715,136.213293,1.14
685642659,GPS,36.0757715,136.213293,1.14
685645134,EKF,36.0757715,136.213293,1.1200000047683716
685682320,GPS,36.0757715,136.213293,1.14
685702302,GPS,36.0757715,136.213293,1.14
685722536,GPS,36.0757715,136.213293,1.14
685745200,EKF,36.0757714,136.2132929,1.1200000047683716
685762313,GPS,36.0757715,136.213293,1.14
685802355,GPS,36.0757715,136.213293,1.14
685822553,GPS,36.0757715,136.2132929,1.13
685845140,EKF,36.0757714,136.2132927,1.1200000047683716
685862317,GPS,36.0757715,136.2132929,1.13
685882318,GPS,36.0757715,136.2132929,1.13
685922624,GPS,36.0757715,136.2132929,1.13
685942635,GPS,36.0757715,136.2132929,1.13
685945119,EKF,36.0757714,136.2132926,1.1100000143051147
685962290,GPS,36.0757715,136.2132929,1.13
685982280,GPS,36.0757715,136.2132929,1.13
686002343,GPS,36.0757715,136.2132928,1.13
686042518,GPS,36.0757714,136.2132928,1.13
686045144,EKF,36.0757714,136.2132926,1.1100000143051147
686062326,GPS,36.0757714,136.2132928,1.13
686082210,GPS,36.0757714,136.2132928,1.13
686122523,GPS,36.0757714,136.2132928,1.13
686142516,GPS,36.0757714,136.2132928,1.13
686145140,EKF,36.0757714,136.2132925,1.1200000047683716
686162276,GPS,36.0757714,136.2132928,1.13
686182285,GPS,36.0757714,136.2132928,1.13
686202330,GPS,36.0757714,136.2132927,1.13
686242626,GPS,36.0757714,136.2132927,1.13
686245157,EKF,36.0757714,136.2132925,1.1200000047683716
686262349,GPS,36.0757714,136.2132927,1.13
686282340,GPS,36.0757714,136.2132927,1.13
686302324,GPS,36.0757714,136.2132927,1.13
686322507,GPS,36.0757714,136.2132927,1.13
686342522,GPS,36.0757714,136.2132927,1.13
686345199,EKF,36.0757713,136.2132924,1.1200000047683716
686362373,GPS,36.0757714,136.2132927,1.13
686402277,GPS,36.0757713,136.2132927,1.14
686442525,GPS,36.0757713,136.2132927,1.14
686445120,EKF,36.0757713,136.2132925,1.1200000047683716
686462359,GPS,36.0757713,136.2132927,1.14
686482363,GPS,36.0757712,136.2132927,1.14
686502346,GPS,36.0757712,136.2132927,1.14
686542547,GPS,36.0757712,136.2132927,1.14
686545147,EKF,36.0757712,136.2132925,1.1200000047683716
686562290,GPS,36.0757712,136.2132927,1.14
686582350,GPS,36.0757711,136.2132927,1.14
686602357,GPS,36.0757711,136.2132927,1.14
686622528,GPS,36.0757711,136.2132928,1.13
686642537,GPS,36.0757711,136.2132928,1.13
686645136,EKF,36.075771,136.2132926,1.1200000047683716
686662258,GPS,36.075771,136.2132928,1.13
686702323,GPS,36.075771,136.2132928,1.13
686742636,GPS,36.0757709,136.2132929,1.13
686745168,EKF,36.0757709,136.2132927,1.1200000047683716
686762271,GPS,36.0757709,136.2132929,1.13
686782283,GPS,36.0757709,136.2132929,1.13
686802256,GPS,36.0757708,136.213293,1.13
686822594,GPS,36.0757708,136.213293,1.13
686845150,EKF,36.0757708,136.2132928,1.1200000047683716
686862294,GPS,36.0757707,136.213293,1.13
686902315,GPS,36.0757707,136.213293,1.13
686922522,GPS,36.0757707,136.2132932,1.13
686945370,EKF,36.0757706,136.213293,1.1100000143051147
686962350,GPS,36.0757706,136.2132932,1.12
686982307,GPS,36.0757706,136.2132933,1.12
687002289,GPS,36.0757706,136.2132933,1.12
687042607,GPS,36.0757705,136.2132934,1.12
687045153,EKF,36.0757705,136.2132933,1.1100000143051147
687062317,GPS,36.0757705,136.2132934,1.12
687082357,GPS,36.0757705,136.2132935,1.12
687122615,GPS,36.0757705,136.2132935,1.12
687145139,EKF,36.0757704,136.2132936,1.100000023841858
687162325,GPS,36.0757704,136.2132935,1.12
687182266,GPS,36.0757704,136.2132937,1.11
687222529,GPS,36.0757704,136.2132938,1.11
687242525,GPS,36.0757704,136.2132938,1.11
687245127,EKF,36.0757703,136.2132939,1.100000023841858
687262309,GPS,36.0757704,136.2132939,1.11
687282263,GPS,36.0757704,136.213294,1.11
687322493,GPS,36.0757703,136.2132941,1.11
687345131,EKF,36.0757703,136.2132942,1.090000033378601
687362348,GPS,36.0757703,136.2132941,1.11
687382281,GPS,36.0757703,136.2132942,1.11
687402296,GPS,36.0757703,136.2132943,1.11
687422512,GPS,36.0757703,136.2132943,1.11
687442541,GPS,36.0757703,136.2132944,1.11
687445115,EKF,36.0757703,136.2132944,1.090000033378601
687462351,GPS,36.0757703,136.2132944,1.11
687482329,GPS,36.0757703,136.2132945,1.11
687502348,GPS,36.0757703,136.2132945,1.11
687542515,GPS,36.0757703,136.2132946,1.11
687545134,EKF,36.0757703,136.2132947,1.090000033378601
687582298,GPS,36.0757703,136.2132947,1.11
687622657,GPS,36.0757703,136.2132947,1.11
687642621,GPS,36.0757704,136.2132948,1.11
687645178,EKF,36.0757704,136.2132949,1.090000033378601
687662266,GPS,36.0757704,136.2132948,1.11
687682661,GPS,36.0757704,136.2132948,1.11
