TimeUS,Roll_X,Roll_Y,Roll_Z
192962219,0.36931714507603985,-0.3994574544447587,0.005399977471215678
192982454,0.36931714507603985,-0.3994574544447587,0.005399977471215678
193002440,0.36931714507603985,-0.3994574544447587,0.005399977471215678
193022211,0.36931714507603985,-0.3994574544447587,0.005399977471215678
193042229,0.36931714507603985,-0.3994574544447587,0.005399977471215678
193062205,0.36931714507603985,-0.3994574544447587,0.005399977471215678
193102558,0.36931714507603985,-0.3994574544447587,0.005399977471215678
193122212,0.36931714507603985,-0.3994574544447587,0.005399977471215678
193142194,0.36931714507603985,-0.3994574544447587,0.005399977471215678
193162206,0.36931714507603985,-0.3994574544447587,0.005399977471215678
193182445,0.36931714507603985,-0.3994574544447587,0.005399977471215678
193202426,0.36931714507603985,-0.3994574544447587,0.005399977471215678
193222200,0.36931714507603985,-0.3994574544447587,0.005399977471215678
193242205,0.36931714507603985,-0.3994574544447587,0.005399977471215678
193262211,0.36931714507603985,-0.3994574544447587,0.005399977471215678
193282545,0.36931714507603985,-0.3994574544447587,0.005399977471215678
193302480,0.36931714507603985,-0.3994574544447587,0.005399977471215678
193322220,0.36931714507603985,-0.3994574544447587,0.005399977471215678
193342229,0.36931714507603985,-0.3994574544447587,0.005399977471215678
193362176,0.36931714507603985,-0.3994574544447587,0.005399977471215678
193382540,0.36931714507603985,-0.3994574544447587,0.005399977471215678
193402453,0.36931714507603985,-0.3994574544447587,0.005399977471215678
193422199,0.36931714507603985,-0.3994574544447587,0.005399977471215678
193442194,0.36931714507603985,-0.3994574544447587,0.005399977471215678
193462200,0.36931714507603985,-0.3994574544447587,0.005399977471215678
193482451,0.36931714507603985,-0.3994574544447587,0.005399977471215678
193502440,0.36931714507603985,-0.3994574544447587,0.005399977471215678
193522199,0.36931714507603985,-0.3994574544447587,0.005399977471215678
193542182,0.36931714507603985,-0.3994574544447587,0.005399977471215678
193562182,0.36931714507603985,-0.3994574544447587,0.005399977471215678
193582532,0.36931714507603985,-0.3994574544447587,0.005399977471215678
193602442,0.36931714507603985,-0.3994574544447587,0.005399977471215678
193622199,0.36931714507603985,-0.3994574544447587,0.005399977471215678
193642190,0.36931714507603985,-0.3994574544447587,0.005399977471215678
193662191,0.36931714507603985,-0.3994574544447587,0.005399977471215678
193682598,0.36931714507603985,-0.3994574544447587,0.005399977471215678
193702437,0.36931714507603985,-0.3994574544447587,0.005399977471215678
193722186,0.36931714507603985,-0.3994574544447587,0.005399977471215678
193742191,0.36931714507603985,-0.3994574544447587,0.005399977471215678
193762199,0.36931714507603985,-0.3994574544447587,0.005399977471215678
193782467,0.36931714507603985,-0.3994574544447587,0.005399977471215678
193802442,0.36931714507603985,-0.3994574544447587,0.005399977471215678
193822204,0.36931714507603985,-0.3994574544447587,0.005399977471215678
193842212,0.36931714507603985,-0.3994574544447587,0.005399977471215678
193862186,0.36931714507603985,-0.3994574544447587,0.005399977471215678
193882455,0.36931714507603985,-0.3994574544447587,0.005399977471215678
193902415,0.36931714507603985,-0.3994574544447587,0.005399977471215678
193922184,0.36931714507603985,-0.3994574544447587,0.005399977471215678
193942182,0.36931714507603985,-0.3994574544447587,0.005399977471215678
193962193,0.36931714507603985,-0.3994574544447587,0.005399977471215678
193982527,0.36931714507603985,-0.3994574544447587,0.005399977471215678
194002452,0.36931714507603985,-0.3994574544447587,0.005399977471215678
194022187,0.36931714507603985,-0.3994574544447587,0.005399977471215678
194042203,0.36931714507603985,-0.3994574544447587,0.005399977471215678
194062194,0.36931714507603985,-0.3994574544447587,0.005399977471215678
194082464,0.36931714507603985,-0.3994574544447587,0.005399977471215678
194102532,0.36931714507603985,-0.3994574544447587,0.005399977471215678
194122193,0.36931714507603985,-0.3994574544447587,0.005399977471215678
194142190,0.36931714507603985,-0.3994574544447587,0.005399977471215678
194162191,0.36931714507603985,-0.3994574544447587,0.005399977471215678
194182445,0.36931714507603985,-0.3994574544447587,0.005399977471215678
