TimeUS,GPS_Alt,EKF_Lat,EKF_Lon,EKF_Alt
381587060,0.53,36.0757799,136.2132965,0.5
381687071,0.53,36.07578,136.2132964,0.5
381787069,0.52,36.07578,136.2132962,0.5
381887103,0.52,36.07578,136.2132961,0.5
381987078,0.52,36.0757799,136.2132959,0.5
382087034,0.52,36.0757799,136.2132959,0.5
382187040,0.52,36.0757798,136.2132957,0.5
382287055,0.52,36.0757798,136.2132956,0.5
382387086,0.52,36.0757797,136.2132954,0.5
382487046,0.52,36.0757796,136.2132953,0.4899999797344208
382587031,0.52,36.0757795,136.2132952,0.4899999797344208
382687088,0.52,36.0757794,136.213295,0.4899999797344208
382787095,0.52,36.0757793,136.2132949,0.4899999797344208
382887079,0.52,36.0757792,136.2132949,0.4899999797344208
382987075,0.52,36.0757791,136.2132948,0.4899999797344208
383087088,0.52,36.0757789,136.2132947,0.47999998927116394
383187116,0.52,36.0757789,136.2132947,0.47999998927116394
383287095,0.52,36.0757788,136.2132946,0.47999998927116394
383387083,0.52,36.0757787,136.2132946,0.47999998927116394
383487055,0.52,36.0757787,136.2132946,0.47999998927116394
383587041,0.52,36.0757786,136.2132945,0.47999998927116394
383667013,0.52,36.0757786,136.2132945,0.47999998927116394
383787070,0.52,36.0757785,136.2132945,0.47999998927116394
383887074,0.52,36.0757784,136.2132945,0.47999998927116394
383987084,0.52,36.0757784,136.2132945,0.47999998927116394
384067030,0.52,36.0757783,136.2132945,0.47999998927116394
384167090,0.52,36.0757783,136.2132946,0.47999998927116394
384267051,0.52,36.0757782,136.2132946,0.47999998927116394
384387100,0.52,36.0757782,136.2132946,0.47999998927116394
384487073,0.52,36.0757782,136.2132946,0.4699999988079071
384587080,0.52,36.0757781,136.2132946,0.4699999988079071
384687046,0.52,36.0757781,136.2132947,0.47999998927116394
384787093,0.52,36.0757781,136.2132947,0.47999998927116394
384887064,0.52,36.0757781,136.2132947,0.47999998927116394
384987121,0.52,36.075778,136.2132947,0.47999998927116394
385087079,0.52,36.075778,136.2132947,0.47999998927116394
385187101,0.52,36.075778,136.2132947,0.47999998927116394
385287077,0.52,36.0757779,136.2132947,0.47999998927116394
385387088,0.52,36.0757779,136.2132947,0.47999998927116394
385487105,0.52,36.0757779,136.2132947,0.47999998927116394
385587050,0.52,36.0757779,136.2132947,0.47999998927116394
385687032,0.52,36.0757779,136.2132947,0.47999998927116394
385787095,0.52,36.075778,136.2132947,0.47999998927116394
385887101,0.52,36.075778,136.2132948,0.47999998927116394
385987105,0.52,36.075778,136.2132948,0.47999998927116394
386087115,0.52,36.075778,136.2132948,0.47999998927116394
386187074,0.52,36.075778,136.2132949,0.47999998927116394
386287074,0.52,36.0757781,136.2132949,0.47999998927116394
386387075,0.52,36.0757781,136.2132949,0.47999998927116394
386487074,0.52,36.0757781,136.213295,0.47999998927116394
386587030,0.52,36.0757781,136.213295,0.47999998927116394
386687101,0.52,36.0757781,136.2132951,0.47999998927116394
386787068,0.52,36.0757781,136.2132952,0.47999998927116394
386887086,0.52,36.0757781,136.2132953,0.47999998927116394
386987095,0.52,36.0757781,136.2132954,0.47999998927116394
387087069,0.52,36.0757781,136.2132955,0.4899999797344208
387187096,0.52,36.0757781,136.2132956,0.4899999797344208
387287034,0.52,36.0757781,136.2132957,0.4899999797344208
387387081,0.52,36.0757781,136.2132958,0.4899999797344208
387487082,0.52,36.075778,136.2132958,0.4899999797344208
387587055,0.52,36.075778,136.2132959,0.4899999797344208
387687118,0.52,36.0757779,136.213296,0.4899999797344208
387787055,0.52,36.0757779,136.213296,0.4899999797344208
387887052,0.52,36.0757778,136.2132961,0.4899999797344208
387967033,0.52,36.0757777,136.2132961,0.4899999797344208
388087030,0.52,36.0757777,136.2132961,0.4899999797344208
388187039,0.52,36.0757776,136.2132961,0.4899999797344208
388267079,0.52,36.0757776,136.2132961,0.4899999797344208
388367100,0.52,36.0757775,136.2132961,0.4899999797344208
388467102,0.52,36.0757774,136.2132961,0.5
388567090,0.52,36.0757774,136.2132961,0.5
388687032,0.52,36.0757773,136.213296,0.5
388787046,0.52,36.0757773,136.213296,0.5
388887096,0.52,36.0757772,136.213296,0.5
388987071,0.52,36.0757772,136.213296,0.5
389087082,0.52,36.0757771,136.2132959,0.5
389187089,0.52,36.0757771,136.2132959,0.5
389287078,0.52,36.0757771,136.2132959,0.5
389387094,0.52,36.0757771,136.2132958,0.5
389487113,0.52,36.075777,136.2132958,0.5
389587092,0.52,36.075777,136.2132957,0.5
389687039,0.52,36.075777,136.2132957,0.5
389787028,0.52,36.075777,136.2132957,0.5
389887081,0.52,36.075777,136.2132956,0.5
389987037,0.52,36.075777,136.2132956,0.5
390087075,0.52,36.075777,136.2132956,0.5
390187078,0.52,36.075777,136.2132956,0.5
390287031,0.52,36.075777,136.2132955,0.4899999797344208
390387124,0.52,36.075777,136.2132955,0.4899999797344208
390487093,0.52,36.075777,136.2132955,0.4899999797344208
390587066,0.52,36.075777,136.2132954,0.4899999797344208
390687039,0.52,36.075777,136.2132954,0.4899999797344208
390787082,0.52,36.075777,136.2132954,0.4899999797344208
390887044,0.52,36.075777,136.2132954,0.4899999797344208
390987074,0.52,36.075777,136.2132953,0.4899999797344208
391087011,0.52,36.075777,136.2132953,0.4899999797344208
391187076,0.52,36.075777,136.2132953,0.4899999797344208
391287062,0.52,36.0757771,136.2132953,0.4899999797344208
391387092,0.52,36.0757771,136.2132953,0.4899999797344208
391487093,0.52,36.0757771,136.2132952,0.4899999797344208
391587082,0.52,36.0757771,136.2132952,0.4899999797344208
391687082,0.52,36.0757771,136.2132952,0.4899999797344208
391787104,0.52,36.0757772,136.2132952,0.4899999797344208
391887082,0.52,36.0757772,136.2132952,0.4899999797344208
391987097,0.52,36.0757772,136.2132952,0.4899999797344208
392087078,0.52,36.0757772,136.2132952,0.4899999797344208
392187106,0.52,36.0757772,136.2132952,0.47999998927116394
392287069,0.52,36.0757772,136.2132952,0.47999998927116394
392387041,0.52,36.0757772,136.2132952,0.47999998927116394
392467063,0.52,36.0757772,136.2132952,0.47999998927116394
392587000,0.52,36.0757772,136.2132952,0.47999998927116394
392667080,0.52,36.0757772,136.2132952,0.47999998927116394
392767028,0.52,36.0757772,136.2132952,0.47999998927116394
392887082,0.52,36.0757772,136.2132952,0.47999998927116394
392987062,0.52,36.0757773,136.2132952,0.47999998927116394
393087102,0.52,36.0757773,136.2132952,0.47999998927116394
393187081,0.52,36.0757773,136.2132953,0.47999998927116394
393287079,0.52,36.0757773,136.2132953,0.47999998927116394
393387020,0.52,36.0757773,136.2132953,0.47999998927116394
393487069,0.52,36.0757773,136.2132953,0.47999998927116394
393587020,0.52,36.0757773,136.2132953,0.47999998927116394
393687064,0.52,36.0757773,136.2132953,0.47999998927116394
393787067,0.52,36.0757773,136.2132953,0.47999998927116394
393887100,0.52,36.0757773,136.2132953,0.47999998927116394
393987088,0.52,36.0757773,136.2132953,0.47999998927116394
394087067,0.52,36.0757773,136.2132953,0.47999998927116394
394187070,0.52,36.0757773,136.2132953,0.47999998927116394
394287066,0.52,36.0757773,136.2132953,0.47999998927116394
394387076,0.52,36.0757773,136.2132953,0.47999998927116394
394487113,0.52,36.0757773,136.2132953,0.47999998927116394
394587069,0.52,36.0757773,136.2132953,0.47999998927116394
394687067,0.52,36.0757773,136.2132953,0.47999998927116394
394787052,0.52,36.0757773,136.2132953,0.47999998927116394
394887045,0.52,36.0757773,136.2132953,0.47999998927116394
394987019,0.52,36.0757773,136.2132953,0.47999998927116394
395087084,0.52,36.0757773,136.2132953,0.47999998927116394
395187021,0.52,36.0757773,136.2132953,0.47999998927116394
395287064,0.52,36.0757773,136.2132953,0.47999998927116394
395387067,0.52,36.0757773,136.2132953,0.47999998927116394
395487070,0.52,36.0757773,136.2132953,0.47999998927116394
395587088,0.52,36.0757773,136.2132953,0.47999998927116394
395687010,0.52,36.0757773,136.2132953,0.47999998927116394
395787043,0.52,36.0757773,136.2132953,0.47999998927116394
395887020,0.52,36.0757773,136.2132953,0.47999998927116394
395987031,0.52,36.0757773,136.2132953,0.47999998927116394
396087073,0.52,36.0757773,136.2132953,0.47999998927116394
396187090,0.52,36.0757773,136.2132953,0.47999998927116394
396287024,0.52,36.0757773,136.2132953,0.47999998927116394
396387052,0.52,36.0757773,136.2132953,0.47999998927116394
396487023,0.52,36.0757773,136.2132953,0.47999998927116394
396587089,0.52,36.0757773,136.2132953,0.47999998927116394
396687042,0.52,36.0757773,136.2132953,0.47999998927116394
396767069,0.52,36.0757773,136.2132953,0.47999998927116394
396867101,0.52,36.0757773,136.2132953,0.47999998927116394
396967082,0.52,36.0757773,136.2132953,0.47999998927116394
397087074,0.52,36.0757773,136.2132953,0.47999998927116394
397167032,0.52,36.0757773,136.2132953,0.47999998927116394
397287062,0.52,36.0757773,136.2132953,0.47999998927116394
397387063,0.52,36.0757773,136.2132953,0.47999998927116394
397487027,0.52,36.0757773,136.2132953,0.47999998927116394
397587046,0.52,36.0757773,136.2132953,0.47999998927116394
397687025,0.52,36.0757773,136.2132953,0.47999998927116394
397787084,0.52,36.0757773,136.2132953,0.47999998927116394
397887047,0.52,36.0757773,136.2132953,0.47999998927116394
397987075,0.52,36.0757773,136.2132953,0.4899999797344208
398087093,0.52,36.0757773,136.2132953,0.4899999797344208
398187029,0.52,36.0757773,136.2132953,0.4899999797344208
398287067,0.52,36.0757773,136.2132953,0.4899999797344208
398387034,0.52,36.0757773,136.2132953,0.4899999797344208
398487054,0.52,36.0757773,136.2132953,0.4899999797344208
398587063,0.52,36.0757773,136.2132953,0.4899999797344208
398687103,0.52,36.0757773,136.2132953,0.4899999797344208
398787035,0.52,36.0757773,136.2132953,0.4899999797344208
398887069,0.52,36.0757773,136.2132953,0.4899999797344208
398987079,0.52,36.0757773,136.2132953,0.4899999797344208
399087061,0.52,36.0757773,136.2132953,0.4899999797344208
399187075,0.52,36.0757773,136.2132953,0.4899999797344208
399287069,0.52,36.0757773,136.2132953,0.4899999797344208
399387042,0.52,36.0757773,136.2132953,0.4899999797344208
399486996,0.52,36.0757773,136.2132953,0.4899999797344208
399587048,0.52,36.0757773,136.2132953,0.4899999797344208
399687039,0.52,36.0757773,136.2132953,0.4899999797344208
399787074,0.52,36.0757773,136.2132953,0.4899999797344208
399887084,0.52,36.0757773,136.2132953,0.4899999797344208
399987017,0.52,36.0757773,136.2132953,0.4899999797344208
400087062,0.52,36.0757773,136.2132953,0.4899999797344208
400187097,0.52,36.0757773,136.2132953,0.4899999797344208
400287107,0.52,36.0757773,136.2132953,0.4899999797344208
400387031,0.52,36.0757773,136.2132953,0.4899999797344208
400487039,0.52,36.0757773,136.2132953,0.4899999797344208
400567025,0.52,36.0757773,136.2132953,0.4899999797344208
400687020,0.52,36.0757773,136.2132953,0.4899999797344208
400787088,0.52,36.0757773,136.2132953,0.4899999797344208
400887078,0.52,36.0757773,136.2132953,0.4899999797344208
400987019,0.52,36.0757773,136.2132953,0.4899999797344208
401067031,0.52,36.0757773,136.2132953,0.4899999797344208
401167021,0.52,36.0757773,136.2132953,0.4899999797344208
401267008,0.52,36.0757773,136.2132953,0.4899999797344208
401367044,0.52,36.0757773,136.2132953,0.4899999797344208
401487084,0.52,36.0757773,136.2132953,0.4899999797344208
401567078,0.52,36.0757773,136.2132953,0.4899999797344208
401687061,0.52,36.0757773,136.2132953,0.4899999797344208
401787076,0.52,36.0757773,136.2132953,0.4899999797344208
401887064,0.52,36.0757773,136.2132953,0.4899999797344208
401987084,0.52,36.0757773,136.2132953,0.4899999797344208
402087058,0.52,36.0757773,136.2132953,0.4899999797344208
402187071,0.52,36.0757773,136.2132953,0.4899999797344208
402287088,0.52,36.0757773,136.2132953,0.4899999797344208
402387086,0.52,36.0757773,136.2132953,0.47999998927116394
402487078,0.52,36.0757773,136.2132953,0.47999998927116394
402587069,0.52,36.0757773,136.2132953,0.47999998927116394
402687061,0.52,36.0757773,136.2132953,0.47999998927116394
402787054,0.52,36.0757773,136.2132953,0.47999998927116394
402887032,0.52,36.0757773,136.2132953,0.47999998927116394
402987096,0.52,36.0757773,136.2132953,0.47999998927116394
403087074,0.52,36.0757773,136.2132953,0.47999998927116394
403187080,0.52,36.0757775,136.2132955,0.4899999797344208
403287008,0.52,36.0757776,136.2132958,0.4899999797344208
403387079,0.52,36.0757777,136.2132959,0.4899999797344208
403487003,0.53,36.0757779,136.2132961,0.4899999797344208
403587076,0.53,36.075778,136.2132962,0.4899999797344208
403687035,0.53,36.0757781,136.2132964,0.4899999797344208
403787079,0.53,36.0757782,136.2132965,0.4899999797344208
403887089,0.53,36.0757783,136.2132966,0.4899999797344208
403987062,0.53,36.0757784,136.2132965,0.4899999797344208
404087097,0.53,36.0757784,136.2132965,0.4899999797344208
404187085,0.53,36.0757785,136.2132965,0.5
404287045,0.53,36.0757785,136.2132964,0.5
404387077,0.53,36.0757786,136.2132964,0.5
404487078,0.53,36.0757786,136.2132964,0.5
404587062,0.53,36.0757786,136.2132963,0.5
404687072,0.53,36.0757787,136.2132963,0.5
404787090,0.53,36.0757787,136.2132963,0.5
404887029,0.53,36.0757787,136.2132963,0.5
404987096,0.53,36.0757787,136.2132963,0.5
405087073,0.53,36.0757787,136.2132963,0.5
405167033,0.53,36.0757787,136.2132963,0.5
405287033,0.53,36.0757787,136.2132963,0.5
405367087,0.53,36.0757787,136.2132963,0.5
405467037,0.53,36.0757787,136.2132963,0.5099999904632568
405567061,0.53,36.0757787,136.2132963,0.5099999904632568
405667028,0.53,36.0757787,136.2132963,0.5099999904632568
405767033,0.53,36.0757787,136.2132963,0.5099999904632568
405887080,0.53,36.0757787,136.2132963,0.5099999904632568
405987069,0.53,36.0757787,136.2132963,0.5099999904632568
406087031,0.53,36.0757787,136.2132963,0.5099999904632568
406187066,0.53,36.0757787,136.2132963,0.5099999904632568
406287070,0.53,36.0757786,136.2132963,0.5099999904632568
406367025,0.53,36.0757786,136.2132963,0.5099999904632568
406487092,0.53,36.0757786,136.2132963,0.5099999904632568
406587067,0.53,36.0757786,136.2132963,0.5099999904632568
406687028,0.53,36.0757786,136.2132963,0.5099999904632568
406787088,0.53,36.0757786,136.2132963,0.5099999904632568
406887021,0.53,36.0757786,136.2132963,0.5099999904632568
406987033,0.53,36.0757786,136.2132963,0.5099999904632568
407087093,0.53,36.0757785,136.2132963,0.5099999904632568
407187087,0.53,36.0757785,136.2132963,0.5
437787089,0.53,36.0757785,136.2132964,0.5099999904632568
437887083,0.53,36.0757785,136.2132964,0.5099999904632568
437987091,0.53,36.0757785,136.2132964,0.5099999904632568
438087061,0.53,36.0757785,136.2132964,0.5099999904632568
438187063,0.53,36.0757785,136.2132964,0.5099999904632568
438287093,0.53,36.0757785,136.2132964,0.5099999904632568
438387064,0.53,36.0757785,136.2132964,0.5099999904632568
438487021,0.53,36.0757785,136.2132964,0.5099999904632568
438587021,0.53,36.0757785,136.2132964,0.5099999904632568
438687082,0.53,36.0757785,136.2132964,0.5099999904632568
438787088,0.53,36.0757785,136.2132964,0.5099999904632568
438887090,0.53,36.0757785,136.2132964,0.5099999904632568
438987056,0.53,36.0757785,136.2132964,0.5099999904632568
439087088,0.53,36.0757785,136.2132964,0.5099999904632568
439187075,0.53,36.0757785,136.2132964,0.5099999904632568
439287044,0.53,36.0757785,136.2132964,0.5099999904632568
439387088,0.53,36.0757785,136.2132964,0.5099999904632568
439487052,0.53,36.0757785,136.2132964,0.5099999904632568
439587063,0.53,36.0757785,136.2132964,0.5099999904632568
439687069,0.53,36.0757785,136.2132964,0.5099999904632568
439787024,0.53,36.0757785,136.2132964,0.5099999904632568
439887101,0.53,36.0757785,136.2132964,0.5099999904632568
439987102,0.53,36.0757785,136.2132964,0.5099999904632568
440087097,0.53,36.0757785,136.2132964,0.5099999904632568
440187077,0.53,36.0757785,136.2132964,0.5099999904632568
440287038,0.53,36.0757785,136.2132964,0.5099999904632568
440387072,0.53,36.0757785,136.2132964,0.5099999904632568
440487024,0.53,36.0757785,136.2132964,0.5099999904632568
440587092,0.53,36.0757785,136.2132964,0.5
440687025,0.53,36.0757785,136.2132964,0.5
440787103,0.53,36.0757785,136.2132964,0.5
440887037,0.53,36.0757785,136.2132964,0.5
440987085,0.53,36.0757785,136.2132964,0.5
441087045,0.53,36.0757785,136.2132964,0.5
441187035,0.53,36.0757785,136.2132964,0.5
441287047,0.53,36.0757785,136.2132964,0.5
441387029,0.53,36.0757785,136.2132964,0.5
441487042,0.53,36.0757785,136.2132964,0.5
441587097,0.53,36.0757785,136.2132964,0.5
441687097,0.53,36.0757785,136.2132964,0.5
441787028,0.53,36.0757785,136.2132964,0.5
441887045,0.53,36.0757785,136.2132964,0.5
441987045,0.53,36.0757785,136.2132964,0.5
442087073,0.53,36.0757785,136.2132964,0.5
442187071,0.53,36.0757785,136.2132964,0.5
442287043,0.53,36.0757785,136.2132964,0.5
442387075,0.53,36.0757785,136.2132964,0.5
442487082,0.53,36.0757785,136.2132964,0.5
442587113,0.53,36.0757785,136.2132964,0.5
442687101,0.53,36.0757785,136.2132964,0.5
442787100,0.53,36.0757785,136.2132964,0.5
442887072,0.53,36.0757785,136.2132964,0.5
442987076,0.53,36.0757785,136.2132964,0.5
443087039,0.53,36.0757785,136.2132964,0.5
443187086,0.53,36.0757785,136.2132964,0.5
443287090,0.53,36.0757785,136.2132964,0.5
443387074,0.53,36.0757785,136.2132964,0.5
443487129,0.53,36.0757785,136.2132964,0.5
443587093,0.53,36.0757785,136.2132964,0.5
443687039,0.53,36.0757785,136.2132964,0.5
443767033,0.53,36.0757784,136.2132964,0.5
443887029,0.53,36.0757784,136.2132964,0.5
443987097,0.53,36.0757784,136.2132964,0.5
444087028,0.53,36.0757784,136.2132964,0.5
444187098,0.53,36.0757784,136.2132964,0.5
444287096,0.53,36.0757784,136.2132964,0.5099999904632568
444387129,0.53,36.0757784,136.2132964,0.5099999904632568
444487089,0.53,36.0757784,136.2132964,0.5099999904632568
444587110,0.53,36.0757784,136.2132964,0.5099999904632568
444687030,0.53,36.0757784,136.2132964,0.5099999904632568
444787090,0.53,36.0757784,136.2132964,0.5099999904632568
444887089,0.53,36.0757784,136.2132964,0.5099999904632568
444987032,0.53,36.0757784,136.2132964,0.5099999904632568
445087073,0.53,36.0757784,136.2132964,0.5099999904632568
445187077,0.53,36.0757784,136.2132964,0.5099999904632568
445287059,0.53,36.0757784,136.2132964,0.5099999904632568
445387037,0.53,36.0757784,136.2132964,0.5099999904632568
445487106,0.53,36.0757784,136.2132964,0.5099999904632568
445587085,0.53,36.0757784,136.2132964,0.5099999904632568
445687085,0.53,36.0757784,136.2132964,0.5099999904632568
445787029,0.53,36.0757784,136.2132964,0.5099999904632568
445887061,0.53,36.0757784,136.2132964,0.5099999904632568
445987072,0.53,36.0757784,136.2132964,0.5099999904632568
446087071,0.53,36.0757784,136.2132964,0.5099999904632568
446187073,0.53,36.0757784,136.2132964,0.5099999904632568
446287077,0.53,36.0757784,136.2132964,0.5099999904632568
446387061,0.53,36.0757784,136.2132964,0.5099999904632568
446487091,0.53,36.0757784,136.2132964,0.5099999904632568
446587107,0.53,36.0757784,136.2132964,0.5099999904632568
446687091,0.53,36.0757784,136.2132964,0.5099999904632568
446787037,0.53,36.0757784,136.2132964,0.5099999904632568
446887073,0.53,36.0757784,136.2132964,0.5099999904632568
446987090,0.53,36.0757784,136.2132964,0.5099999904632568
447087070,0.53,36.0757784,136.2132964,0.5099999904632568
447187046,0.53,36.0757784,136.2132964,0.5099999904632568
447287097,0.53,36.0757784,136.2132964,0.5099999904632568
447387038,0.53,36.0757784,136.2132964,0.5099999904632568
447487093,0.53,36.0757784,136.2132964,0.5099999904632568
447587044,0.53,36.0757784,136.2132964,0.5099999904632568
447687096,0.53,36.0757784,136.2132964,0.5099999904632568
447787089,0.53,36.0757784,136.2132964,0.5099999904632568
447887076,0.53,36.0757784,136.2132964,0.5099999904632568
447987075,0.53,36.0757784,136.2132964,0.5099999904632568
448087086,0.53,36.0757784,136.2132964,0.5099999904632568
448167060,0.53,36.0757784,136.2132964,0.5099999904632568
448287090,0.53,36.0757784,136.2132964,0.5099999904632568
448387090,0.53,36.0757784,136.2132964,0.5099999904632568
448487107,0.53,36.0757784,136.2132964,0.5099999904632568
448587075,0.53,36.0757784,136.2132964,0.5099999904632568
448687089,0.53,36.0757784,136.2132964,0.5099999904632568
448787094,0.53,36.0757784,136.2132964,0.5099999904632568
448887119,0.53,36.0757784,136.2132964,0.5099999904632568
448987028,0.53,36.0757784,136.2132964,0.5099999904632568
449087063,0.53,36.0757784,136.2132964,0.5099999904632568
449187080,0.53,36.0757784,136.2132964,0.5099999904632568
449287011,0.53,36.0757784,136.2132964,0.5099999904632568
449387028,0.53,36.0757784,136.2132964,0.5099999904632568
449487071,0.53,36.0757784,136.2132964,0.5099999904632568
449587028,0.53,36.0757784,136.2132964,0.5099999904632568
449687079,0.53,36.0757784,136.2132964,0.5099999904632568
