TimeUS,GPS_Lat,GPS_Lng,GPS_Alt,EKF_Lat,EKF_Lng,EKF_Alt,Guided_Lat,Guided_Lng,Guided_Alt
48532716,0.0,0.0,0.0,36.0757772,136.2132941,0.4699999988079071,0.0,0.0,0.0
48550041,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
48569847,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
48589824,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
48609842,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
48630196,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
48632892,0.0,0.0,0.0,36.0757772,136.2132941,0.4699999988079071,0.0,0.0,0.0
48650181,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
48669845,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
48689862,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
48709846,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
48730076,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
48732713,0.0,0.0,0.0,36.0757772,136.2132941,0.4699999988079071,0.0,0.0,0.0
48750095,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
48769796,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
48789834,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
48809836,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
48830096,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
48832709,0.0,0.0,0.0,36.0757772,136.2132941,0.4699999988079071,0.0,0.0,0.0
48850096,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
48869870,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
48889840,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
48909818,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
48930212,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
48932761,0.0,0.0,0.0,36.0757771,136.2132941,0.4699999988079071,0.0,0.0,0.0
48950063,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
48969819,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
48989836,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
49009825,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
49030100,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
49032735,0.0,0.0,0.0,36.0757771,136.213294,0.4699999988079071,0.0,0.0,0.0
49050159,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
49069849,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
49089830,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
49109857,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
49130078,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
49132733,0.0,0.0,0.0,36.0757771,136.213294,0.4699999988079071,0.0,0.0,0.0
49150077,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
49169861,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
49189851,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
49209845,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
49230180,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
49232723,0.0,0.0,0.0,36.0757771,136.213294,0.4699999988079071,0.0,0.0,0.0
49250103,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
49269823,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
49289861,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
49309845,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
49330095,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
49332736,0.0,0.0,0.0,36.075777,136.213294,0.47999998927116394,0.0,0.0,0.0
49350242,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
49369798,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
49389863,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
49409848,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
49430112,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
49432740,0.0,0.0,0.0,36.075777,136.213294,0.47999998927116394,0.0,0.0,0.0
49450079,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
49469849,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
49489832,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
49509867,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
49530156,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
49532758,0.0,0.0,0.0,36.075777,136.2132939,0.47999998927116394,0.0,0.0,0.0
49550074,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
49569844,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
49589843,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
49609863,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
49630185,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
49632756,0.0,0.0,0.0,36.0757769,136.2132939,0.47999998927116394,0.0,0.0,0.0
49650092,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
49669797,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
49689824,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
49709848,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
49730065,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
49732737,0.0,0.0,0.0,36.0757769,136.2132939,0.47999998927116394,0.0,0.0,0.0
49750174,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
49769885,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
49789869,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
49809859,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
49830066,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
49832723,0.0,0.0,0.0,36.0757768,136.2132939,0.47999998927116394,0.0,0.0,0.0
49850091,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
49869868,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
49889851,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
49909806,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
49930194,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
49932737,0.0,0.0,0.0,36.0757768,136.2132939,0.47999998927116394,0.0,0.0,0.0
49950088,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
49969882,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
49989845,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
50009856,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
50030089,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
50032764,0.0,0.0,0.0,36.0757768,136.2132938,0.47999998927116394,0.0,0.0,0.0
50050193,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
50069835,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
50089833,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
50109838,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
50130110,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
50132768,0.0,0.0,0.0,36.0757768,136.2132938,0.4899999797344208,0.0,0.0,0.0
50150107,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
50169862,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
50189871,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
50209833,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
50230153,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
50232725,0.0,0.0,0.0,36.0757767,136.2132938,0.4899999797344208,0.0,0.0,0.0
50250085,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
50269848,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
50289864,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
50309860,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
50330105,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
50332719,0.0,0.0,0.0,36.0757767,136.2132938,0.4899999797344208,0.0,0.0,0.0
50350165,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
50369857,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
50389843,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
50409854,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
50430083,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
50432735,0.0,0.0,0.0,36.0757767,136.2132938,0.4899999797344208,0.0,0.0,0.0
50450062,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
50469816,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
50489862,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
50509874,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
50530173,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
50532754,0.0,0.0,0.0,36.0757767,136.2132938,0.4899999797344208,0.0,0.0,0.0
50550035,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
50569869,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
50589859,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
50609834,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
50630096,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
50632751,0.0,0.0,0.0,36.0757767,136.2132938,0.4899999797344208,0.0,0.0,0.0
50650186,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
50669813,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
50689884,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
50709851,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
50730085,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
50732771,0.0,0.0,0.0,36.0757767,136.2132938,0.4899999797344208,0.0,0.0,0.0
50750064,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
50769835,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
50789861,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
50809812,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
50830170,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
50832768,0.0,0.0,0.0,36.0757767,136.2132938,0.4899999797344208,0.0,0.0,0.0
50850101,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
50869826,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
50889827,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
50909837,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
50930086,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
50932733,0.0,0.0,0.0,36.0757767,136.2132938,0.5,0.0,0.0,0.0
50950163,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
50969836,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
50989839,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
51009847,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
51030072,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
51032706,0.0,0.0,0.0,36.0757768,136.2132938,0.5,0.0,0.0,0.0
51050110,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
51069867,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
51089851,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
51109821,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
51130206,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
51132763,0.0,0.0,0.0,36.0757768,136.2132938,0.5,0.0,0.0,0.0
51150075,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
51169838,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
51189829,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
51209852,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
51230078,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
51232718,0.0,0.0,0.0,36.0757768,136.2132938,0.5,0.0,0.0,0.0
51250166,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
51269840,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
51289856,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
51309833,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
51330089,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
51332708,0.0,0.0,0.0,36.0757768,136.2132939,0.5,0.0,0.0,0.0
51350084,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
51369853,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
51389851,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
51430158,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
51432774,0.0,0.0,0.0,36.0757768,136.2132939,0.5,0.0,0.0,0.0
51450249,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
51469852,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
51489834,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
51509849,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
51530115,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
51532736,0.0,0.0,0.0,36.0757768,136.2132939,0.5,0.0,0.0,0.0
51550090,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
51569828,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
51589844,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
51609852,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
51630118,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
51632951,0.0,0.0,0.0,36.0757768,136.2132939,0.5,0.0,0.0,0.0
51650115,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
51669819,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
51689875,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
51709849,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
51730173,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
51732733,0.0,0.0,0.0,36.0757768,136.2132939,0.5,0.0,0.0,0.0
51750178,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
51769856,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
51789826,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
51809856,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
51830096,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
51832753,0.0,0.0,0.0,36.0757769,136.2132939,0.5,0.0,0.0,0.0
51850029,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
51869872,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
51889820,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
51909874,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
51930095,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
51932925,0.0,0.0,0.0,36.0757769,136.2132939,0.5,0.0,0.0,0.0
51950117,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
51969819,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
51989858,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
52009841,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
52030097,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
52032760,0.0,0.0,0.0,36.0757769,136.2132939,0.5099999904632568,0.0,0.0,0.0
52050193,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
52069858,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
52089848,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
52109805,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
52130097,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
52132747,0.0,0.0,0.0,36.0757769,136.2132939,0.5099999904632568,0.0,0.0,0.0
52150082,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
52169829,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
52189865,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
52209845,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
52230086,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
52232748,0.0,0.0,0.0,36.0757769,136.2132939,0.5099999904632568,0.0,0.0,0.0
52250118,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
52269833,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
52289838,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
52309887,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
52330186,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
52332787,0.0,0.0,0.0,36.0757769,136.2132939,0.5099999904632568,0.0,0.0,0.0
52350176,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
52369839,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
52389873,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
52410217,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
52430088,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
52432728,0.0,0.0,0.0,36.0757769,136.2132939,0.5099999904632568,0.0,0.0,0.0
52449824,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
52469847,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
52489886,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
52510084,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
52530123,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
52532754,0.0,0.0,0.0,36.0757769,136.2132939,0.5099999904632568,0.0,0.0,0.0
52549866,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
52569812,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
52589867,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
52610106,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
52630205,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
52632755,0.0,0.0,0.0,36.0757769,136.2132939,0.5099999904632568,0.0,0.0,0.0
52649851,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
52669839,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
52689857,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
52710228,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
52730109,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
52732965,0.0,0.0,0.0,36.0757769,136.2132939,0.5099999904632568,0.0,0.0,0.0
52749844,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
52769861,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
52789853,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
52810073,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
52830091,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
52832743,0.0,0.0,0.0,36.0757769,136.2132939,0.5099999904632568,0.0,0.0,0.0
52849878,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
52869862,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
52889874,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
52910109,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
52930180,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
52932785,0.0,0.0,0.0,36.0757769,136.2132939,0.5099999904632568,0.0,0.0,0.0
52949832,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
52969855,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
52989848,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
53010182,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
53030099,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
53032717,0.0,0.0,0.0,36.0757769,136.2132939,0.5099999904632568,0.0,0.0,0.0
53049864,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
53069870,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
53089835,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
53110178,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
53130123,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
53132782,0.0,0.0,0.0,36.0757769,136.2132939,0.5099999904632568,0.0,0.0,0.0
53149865,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
53170236,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
53189865,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
53209891,36.0757769,136.2132939,0.54,0.0,0.0,0.0,0.0,0.0,0.0
